Transcript,Confidence,Label
"거기+ 그 여자의 흔적을 조금씩 지우고 막 자기 걸로 채워놓는다던지 약간 이런 식으로 한다? 막/ 물고기 사다가 막/ 어항에 갖다 넣고 막/ 칫솔 컵 같은 것도 바꿔놓고 막 이런 거 있잖아 그런 거를 다 바꾸고 막 거울에 붙어있는 사진 같은 것도 자기걸로 바꾸고 막/ 약간 이런 식? 근데 나는 그걸 보면서 너무 소름이 돋는 거야. 근데 사람들은 막 그걸 보고 소름 돋는다는 사람도 있긴 있었다? 근데 막 소름 돋는다고 했는데 어떻게 그런 순수한 사랑을 막 이렇게 되냐며+ 하냐면서.
",,0
"이+ 삼만, 그 정도 하잖아. b/ 근데 거기도 거의 그대로 파는 거야. b/ 인까* 원래 보통 다 붙여서 b/ 앱솔이 싸게 팔아도 한 (6만원)/(육만 원) 이상? 보통 (6만원)/(육만 원)에서 (9만원)/(구만 원) 사이잖아. n/ 근데 b/ 거기는 거의 (4만원)/(사만 원) 아래로 팔아. 그리고 막 b/ 물론 안줏값이 뭐 다른 비싼 술집이랑 거의 비슷하긴 한데 한 (2만원)/(이만 원)대니까, 비슷한 거긴 한데, b/ 그래서 나 그렇게 해서 막 앱솔은 그냥 타 먹잖아. 양주는 타 먹는 거까지 합해서 네 명이서
",,0
"그런 거 있지. 왜냐면 내가 솔직히 말해서 b/ 그/ (1학년)/(일 학년) 때 공부 열심히 했던 (1학년)/(일 학년) 때보다 지금 더 열심히 b/ 열심히 까진 아니더라도 비슷하게는 하고 있는 거 같은데 b/ 성적이 거의 반 토막이 나고 있으니까 아마 그런 영향두 자리 b/ 잡고 있는 거 같고 그리고 약간 웃긴 얘기지만 정말 나이를 먹어가면서 나는 그렇게 느끼는데 내가 정말 그나마 나는 약간 b/ 암기에 대해서는 뇌가 진짜 안 돌아가는 거 같더라고. b/
",,0
"그다음 준가? 부산을 여행을 가. b/ 그리고 그다음 주에 괌으로 가버려. 지혜 괌 여행 가거든. 일주일 동안 b/ 그/ 괌을 (2월)/(이 월) (19일)/(십 구 일)부터 (2월)/(이 월) (26일)/(이십 육 일)까지 가거든. b/ 그럼 일주일 갔다 오면 b/ 이제 (2월)/(이 월)이 끝나. 그러면 개강이거든. l/ 그러면 (2월)/(이 월) 달에 날 볼 날이 거의 없어. b/ 진짜 아예 (2월)/(이 월) 달 통으로 못 볼 수도 있거든. 지혜가 한 번 b/ 대구 갔다 서울 안 올라오면 b/
",,0
"o/ 아/ b/ 갑자기+ 갑자기 화를 내요. b/ 그러면서 막/ 사투리를+ 경상도 사투리를 막/ 쓰면서 b/ 뭐/ 무슨 놈아 하면서 네가 뭐/ 뭐/ 그걸 봤냐? 해갖고 b/ 핸드폰 뭐/ 보라고 막/ 이렇게 하는 거야. 그래갖고 b/ 아/ 지금 뭐/ 내가 말하고 막/ 핸드폰 아까 계속 만지더니만 지우구 막/ 그랬나 보지. 아무튼 제가 봤다구요, 지금. b/ 그니까 그 여자 b/ 나는 그렇게 하면 b/ 당연히 이제 이 여잔 느꼈을 테니까 b/ 도와주겠거니 아/ 그랬어요. 이렇게 해줄 것 같은데 저기 구석에서 b/
",,0
"u/ 그래서 어/ 무슨 생각 했냐면 b/ 내가 그/ 나이 들다 보니까 이렇게 막 머리가 남+ 남성형 탈모 많잖아요. 나도 이제 머리가 그렇게* 많이 빠지고 그러는데, b/ 이게 가운데, 여기* 되게 웃기게 골고루 빠지면 괜찮겠는데, 가운데만 뽕 이렇게 없으니깐 b/ 여기 턱 여기랑 사이즈가 맞겠는 거야. 그래서 요렇게 이케+ 이렇게 잘 피부를 페이스오프 u/ 영화처럼 여+ 여기만 n/ 딱 해갖고 정수리랑 바꾸면은 여기 엄청 강력한 친구들이 u/ 자라는 거 아닐까? 막/ 이런 생각 했었는데
",,0
"딱 도착했는데 u/ 뭐지? 어딜 경유해서 가는데 경유지가 자기가 생각했던 경유지가 아닌 거야. 베이징에 도착한 거야. 그서 왜 그러냐 했더니 비행기에서 갑자기 b/ 응급환자가 생겨가지고 베이징에 내려가지고 바로 가까운 베이징에 내려가지고 한 b/ 하루를 지체한 거야. 그렇게 해가지고 b/ 그/ 비행기 뭐지? 그/ 뭐라하지? 여행사 쪽에서 여행사? 여행사가 여행사 맞나? b/ 거기 쪽에서 b/ 배상을 했는데 (10만 원)/(십 만 원)을 배상해줬대.
",,0
"l/ 아니 그/ 무슨 배를 타고 막 이제 우도 들어가고 막 그러잖아. 근데 b/ 그 안에 배에서 아저씨가 얘길 하는데 그/ 그/ 선장같은 사람이 얘길 하는데 너무 웃긴 거야 진짜. b/ 그 사람이 막 이렇게 사람 무슨 뭐 쇼도 보여주고 막 하면서 b/ 하는데 진짜 청산유순 거야 그서 나 패키지 여행 이렇게 재밌는 거 정말 처음 봤어. b/ 패키지 여행이라고 해서 제주도니까 그냥 데려다만 주고 데려망+ 데리고만 오고 그러는 줄 알았더니 그게 아니드고 b/ 서* 되게 인식이 되게 좋아졌어.
",,0
"어/ 그 n/ 니가 갑자기 아까 영화 얘기 하니까 n/ 생각 났는데 b/ 이제 곧 어벤져스가 나온데 또 내가 제일 좋아하는 영화 아니니 b/ 근데 그전에 캡틴 마블이라고 하는 영화가 나오는데 l/ 이거를 보러 갈지 말지 지금 너무 고민중이야. b/ 왜냐면은 그게 딱 n/ b/ (1월)/(일 월)인가 (2월)/(이 월)에 나온다고 알고 있는데 b/ n/ 내가 곧 l/ 곧 (3월)/(삼 월)인가 (4월)/(사 월)에 시험이잖니. b/ 그래서 이거를 봐야될지 말아야 될지 고민이야. 어떻게 할까?
",,0
"n/ 근까 난 소개받으러 온 입장인데 난 들러리가 되고 약간 꺠네끼리 친한 친구들끼리 모였으니까 꺠네끼리 막/ 약간 대화하고 b/ 난 옆에서 그냥/ 들어주고 가끔 맞장구 치는데 그게 너무 힘든 거야. 나도 친구들 있고 친구들하고 재밌게 얘기할 시간에 시간내서 b/ 왔는데 b/ 가시방석에 앉은 것 처럼 상견례도 아니고 자기들끼리만 얘기하고 있고 자기들끼리 추억을 얘기하고 있는 거야. 나 u/ 고등학교 때 그때 이랬지 하면서 b/ 심지어 꺠네 초중고가 다 같이 나왔어.
",,0
"이래가지고 알고 보니까 근데* 진화했단* 머리였나? b/ 막/ 이러는 거야. 그래가지구 b/ 어? 야 이거 뭔데? 그러니까* 아/ 이거 뭐냐 자기가 제일 좋아하던* 만화책이래. 그래서 걔가 이제 학교에 들고 오니까 그거 읽어봤지 b/ 읽어봤는데 일단 야해. b/ 야해가지구 더 재밌긴 한데, 재밌어. b/ 해가지구 b/ 아/ 재밌구나 해가지구. 그거* 하고 있다가 걔가 더 재밌는 만화를 보여주겠대 하면서 갖고+ 갖고 온 게 페이트야. b/
",,0
"b/ 학생들의 로망이라 함은 솔직히 수학여행이라고 해도 b/ 어/ 그렇게 크게 과언이 아닐 텐데, b/ 실제로 우리가 나도 그랬고 내가 마지막으로 수학여행을 고등학교 (2학년)/(이 학년)때 가기 전에는, b/ 마지막으로 갔던 게 초등학교 (6학년)/(육 학년)때 제주도를 갔던 건데 그때 기억도 되게 가물가물, 하지만 b/ n/ 어쨌든 갔다는 거에 의의를 둘 수 있는 거는 n/ 수학여행을 갔던 경험이 두 번밖에 없기 때문인데
",,0
"o/ 안 보이는 건 없지? 그치 근데 b/ 얘기 들어보면은 나는 그/ 이제 평일 날 들었는데, 주말반은 뭐 훨씬 많대. 평일보다 b/ 근데 b/ 그/ 강의실이 거의 (100명)/(백 명)이 들어갈 거 같애. 보니까 (100명)/(백 명) 좀 못 한 (80명)/(팔십 명)은 들어갈 거 같애. 규모를 봤을 때는. 근데 b/ 우리 그때 한/ (50명)/(오십 명)이 좀 될락 말락 했나? (50명)/(오십 명) 전후였던 거 같거든? b/ 그니까 주말은 거의 그걸 다 채우는 거였지. 그리고 주말에 주말 반이 b/ 그/ 촬영 반이라 그랬거든? n/
",,0
"막 송도, 청라 이런 데는 좋은데 b/ 진짜 딴 도시들 보면은 b/ 약간 좀 분위기 자체두 나쁘게 말하면 촌스럽기도 하구 b/ 뭔가 서울이 확실히 그리구 b/ 지방 애들 중에두 약간 (20대)/(이십 대) 때 서울로 오는 사람이 많으니까 b/ 특히 (20대)/(이십 대)에 있어서 서울은 가장 그니까 (20대)/(이십 대)는 u/ 서울에 어떻게든 b/ 있는 게 정말 큰 기회인 거 같다고 생각은 많이 해. b/ 그래서 우린 그래두 그런 거에 있어서는 b/ 복 받은 사람들이라 생각을 하구.
",,0
"그래서 내가 말했잖아. 그/ 기양 고정시키고 돈을, 그/ 그 정도로 이제 안정화가 되면은 쓰+ 쓰기 편하지 않을까, 엔화나 이제 달러나 이제 중국 돈을 이케 위안으로 바꾸면은 계속 오늘이랑 어제랑 가격이 달르고, 금 같은 경우도 이제 가격이 맨날 달라지는데, 그거를 이제 전자화폐는 이제 고정을, 시킬 수 있잖아. 만약에 이제 달러나 이런 거는 이제 어제 막 금리 상태가 안 좋으면은, 떨어지게 되고 막 그런식인, 건데.
",,0
"나재민? 나메리카노? b/ 아마 맞을걸? 걔가 아메리카노를 일곱 샷에다가 해가지고 물을 찬찬히 부어 먹는다고 b/ 그래가지고 한때 막 그/ 트위터에 (NCT)/(엔 씨 티) 팬들이 b/ 나메리카노+ 나메리카노 하면서 그걸 따라 마신 거야. 근데 알고 보니까 나중에 어떤 팬이 팬싸 가서 다시 물어보니까 b/ 아, 당연히 물 타서 마시죠. 막/ 이랬었다고 팬들은 그것도 모르고 그냥 일곱 샷을 그냥 쌩으로 마셨는데. l/ 그랬던 그 재민이? l/
",,0
"근데 싫어하는 사람도 있더라. 애초에 던파가 도트 감성을 살려서 낸 내서 이렇게 오락실 감성을 불러일으키는 게임이라서 인기 많았던 거지. (3D)/(쓰리 디)로 낸다고 하니까 사람들이 그러면 저게 몬스터 헌터나 뭐 마영전이랑 뭐가 다르냐면서 약간 좀 안 좋은 시선으로 보는 사람 있었거든 처음에 (3D)/(쓰리 디)로 만들어진다 했을 때 근데 막상 공개되니깐 내용물이 괜찮아서 대부분 다 기대한다는 입장이고.
",,0
"어 나도 그렇게 알구 있어서 의경 가고 싶었단 말야. 우선 사회랑 멀어지질 않으니까 군대에서. 다른 데는 막 들어가면은 휴가 막 한 달에 한 번 나오, 막 몇 달에 한 번씩 나오고 그러니까. b/ 그래가지구 의경이나 카투사 지원하고 싶은데, 카투사는 뭘 보 아이/ 그 내아 알아보질 않았으잉까 아직 당장 내가 가야, 되는 게 아니니까. 계속 미루고 미루다가 삼수 끝나면 (1학기)/(일 학기) 다니구 갈려 했거든. 그래서. b/
",,0
"b/ 그래서 아마존 가기로 했는데, 딱 차를 타고 들어갔는데 숙소가 다 찼드래. 들어가기 전에 하루 쉬고 들어갈라 했는데. b/ 그 도심 쪽에서. 그+ 그래가지고 어떡하지+ 어떡하지 하는데 택시 기사가 자기 집에서 자라 그랬대. l/ u/ 택시 기사네 집 가가지고 b/ 완전 무 진짜 판자촌이야. 다 판자촌 같은 데서 거기서 하루 자고 b/ 들어가서 막/ 악어랑 원숭이랑 뭐 있더* 내가 사진+ 사진만 많이 찍어오라 그랬어 궁금해가지고 b/ 신기해. 아마존 언제 가보겠니. n/ b/
",,0
"그래가지고 b/ 후임이 b/ 아/ u/ 선배임* 그/ 담배 피러 안갑니까? 그면은* 아/ 야 나 금연 중이야. b/ 이러고서* 아/ 금* 저 전우도 없이 어떻게 갑니까 해가지고 이제 한 번은 이제 따라 내려갔지. b/ 와, 라면 먹고 담배 필 때 그/ 담배 피는 냄새는 아/ 약이고 뭐고 다 필요 없어. 아/ 그냥 이거는 환상이야, 천국이야. b/ 와, b/ 그래가지구 b/ 그때 약 먹고 세* l/ 담배를 폈어. 폈는데 구역질이 쏠리긴 쏠리는데 너무 맛있는 거야. b/
",,0
"b/ 어/ b/ 근데 보통 그 면접 단계에서 특히 임원 면접이 보통 (2차)/(이 차)나 그처+ (3차)/(삼 차) 최종 면접이잖아. b/ 근데 그때 인적성 점수를 b/ 임원들이 가지고 있다는 얘기가 있어. 근까* 쭉 누적돼서 온다는 거야. b/ 그래서 단순히 패스했다고 해서 b/ 좋은 것도 아닌 거 같고 근까* 높은 점수로 패스하는 게 결과적으론 유리한 거 같애. b/ 왜냐면 b/ 그 임원들이나 나이 많으신 분들은 보통 b/ n/ 점수로 딱 체계화돼서 측정화되고 이거를 그냥 보고
",,0
"일요일 날 (10시)/(열 시) 반에 레스터 시티가 있어. 야 레스터 시티 알아? b/ 레스터 시티+, 레스터 시티 얼마 전에 b/ 그/ 구단주 있잖아. 구단주 맨+ 맨유+ 맨유는 사우디아라비아 왕세자가 구단주고 b/ 그/ 레스터 시티는+ 레스터 시티는 그래도 좀 싼 값에 갖고 있는 구단주거든. 근데 그/ 사람 얼마 전에 헬기+ 헬기 추락사고 때문에 죽었어. b/ 그래서 (EPL)/(이피엘) 경기하기 전에 한 (10분)/(십 분)씩 모든+ 모든 팀 다 묵념하고 그랬어. b/
",,0
"b/ 그렇지. n/ 거기 이제 b/ 내가 (1학년)/(일 학년) 때 이번에 (2학기)/(이 학기) 다니 (1학년)/(일 학년) (2학기)/(이 학기) 다니면서 그/ 교수님한테 들었는데 학과장 교수님한테 들었는데 b/ 거의 다 취업했대. 근데 꼭 n/ 이게 실습+ 현장 실습 나가거나 이미 취업했거나 b/ 일정 있는 애들 빼고 꼭 남아 있는 애들 한 두 명 있대. b/ 게네 한두 명은 이제 물어보면 자기가 뭘 해야 될지 모르겠대. b/ 자격증도 없고, 학점도 안 돼서 b/ 그래서 어떻게 해야 될지 모르겠다 하더라고.
",,0
"b/ 내가 아니 얘 n/ 얘가 물론 이거 커리어 쌓는 거 좋아. 그리고 학업 그 쌓아야 되는 거 맞아. b/ 그러면 애가 u/ 혼자 열심히 하고 내가 이거 뒷바라지 하는 게 맞는 거 같은데 b/ 나까지 갑자기 복직을 해서 열심히 해야 된다고 만약에 저렇+ 그런 식으로 얘기를 하면 b/ 그럼 나는 뭐야 회사 갔다가 독박육아에 갑자기 집안일까지 내가 해야되겠네. 이렇게 생각이 드는 거야. b/ 왜냐면 종학이도 아무리 봐도 시간이 안 나와 회사에도 엄청 빡센다데가 b/
",,0
"우리 가서 체크인을 나의 계획은 체크인을 먼저 삼성역에 있는 남부 아니지. 어 삼성역 있는 도시공항터미널에서 먼저 체크인을 해서 우리가 어 우리가 먼저 체크인을 해서 비행기 표를 받아서 짐을 부치고 우리가 인천공항으로 가는 거야. 근데 인천공항에 가가지고 근데 우리가 세 시에 집합이잖아? 그럼 세시에 집합이면 근데 우리가 가서 솔직히 할 거는 없는데 우리가 미리 체크인을해야지 우리가 같이 앉을 수 있단 말이야 어떻게 생각하니?
",,0
"그 맞는 단언가? 그 암튼 b/ 둘이 엄청 친한 거야. b/ 근데 이제 걔네가 우리 과 사람들이랑 원래 (1)/(일), (2학년)/(이 학년) 때 우리가 다 같이 엄청 친하게 지냈는데 b/ 걔네가 (3학년)/(삼 학년)쯤 되면서 그 둘 중에 한 명이 우리 과 부회장을 맡았어. b/ 그러면서 이제 다른 과 사람들이랑 부딪힐 일이 많아지잖아. b/ 그래서 얘네 둘이 그 다른 과 사람들이랑 엄청 쫌 심하게 많이 어울리면서 b/ 잇 우리 과 사람들이 먼저 놀자고 하는 거에는
",,0
"이거 알바 때문에 올려고 또 일어났는데, 동생이 갑자기 또 전화가 오대? 보니까 새벽에 엄마 따라가지고 공항 간 거야. 그래가지고* 공부하고 근데 공부하다가 이제 졸려가지고 오겠다고 그래서 오고, 그래서 집에와 가지고 동생 도착 내가 나 준비하고 있을 때 동생이 온 거야. 그래서 근데 자기는 인제 또 자야 되니까. 근데 나 나가기 한 (20분)/(이십 분) 정도밖에 안 남아가지고 깨울려고 나왔+ 깨우고 나올라했는데 결국 안 일어나더라고.
",,0
"근데 어차피 b/ 우리 지금 서류발표가 내가 알기로 (1월)/(일 월) (7일)/(칠 일)인가? 아 (1월)/(일 월) (3일)/(삼 일)인가거든? b/ 근데 시험은 (1월)/(일 월) (7일)/(칠 일)이야. 아 서류는 붙는다고 가정하면은 대략 한 달 쪼끔 안 되게 시간 있거든? b/ 근데 한 달 안 되게 하면은 b/ 회계+ 경영은 한 바퀸 돌릴 수 있을 거 같은데. 경영이 낫지 않아? 아 경제도. 근데* 경제 범위를 몰라가지고 지금 b/ 범위가 안 나와 있네 정확히.
",,0
"거긴 긍까 그것도 이제 b/ (26사단)/(이십 육 사단) 소속이었을 걸 아마? 근데 b/ 나는 뭐+ 뭐였지. 둘 둘 둘 팔인가? 막/ 그랬었어. b/ 둘 둘 팔인데 그/ 포병 되게 많아. 그/ 연천 쪽에. n/ 한+ 한/ 네, 다섯 개 있거든? 그리고 육+ b/ 육 군단 직속 포병대들 있잖아, 알아? 뭔지? 아무튼* 있거든? 군단 직속으로 있는 거? b/ 막/ 그런데도 많이 가고 그랬었어. 근데 나는 막/ 돌아+ 여러 가지 도내 돌아다녀가지고 운전병이라서. b/
",,0
"그니까 나랑, 내가 이렇게+ 이렇게 얘기를 하면 아 그렇구나, 너 생각이 그렇구나. 근데 내 생각은 이래. 이게 아니라 아 난 아니야. 난 그거 못 해. 난 그거 안 할 거야. 이렇게 얘기를 하는 거야. b/ 그래서 내가 계속 설명을 했어. 만약에 이런 상황에서 이렇게 하면 당연히 그게 괜찮지 않을까라고 계속 설명을 했는데 계속 아니라고 하고. 그게 중국과 우리나라의 문화 차인지, 아니면 그냥 흔현이가 약간 독특한 애인 건지.
",,0
"논문은 거의 다 끝났고 인제 다음 주 목요일날 b/ 제출하면 인제 더 이상 인제 끝이야. 그냥 b/ 더 이상 뭐 인제 또 뭐 수정하고 이럴 순 없고, b/ 제 진짜 끝이고, 인제 여기서 b/ 결과가 인제 나오겠지? 이제 그거 하면 인제 b/ 통과하면 졸업장 이제 받고, 응까 지금 따른 친구들은 b/ 한 번에 통과한 친구들은 졸업장 받았어. 근데 나는 b/ 좀 수정을 좀 해달라 그래 해+ 해라 그래서 b/ 그애서* 난 지금 수정하고 있구, b/ 그서 그거 인제 거의 다 끝나가구 있어.
",,0
"그리구 그때 뭐야, 우리 동아리 자체에서도 b/ 되게 우선 게임동아리니까 그렇게 막 공부 열심히 하는 애들이 오질 않았단 말이야. 그래가지구 b/ 부장은 되게 열심히 게임 만들려고 했는데, 애들 우선 게임 자체, 컴퓨터 자체 모르는 애들도 그냥* 게임동아리다, 그러니까 막 들어오고 그래가지구 b/ 딱히 성과가 없었거든, 근데 그거 좀 아쉬워. 그때 b/ 그냥 나라도 우선 부장이랑 같이 그거를 만약에 했으면은 성과를 냈을 수 있을 거 같은데 그걸 못했으니까 그게 좀 아깝구.
",,0
"b/ 뭐/ 이런 게 써있어. 근데 그걸 보면서 b/ 어/ 이걸 안 먹으면 나도 건강 l/ 해질 거 같은데 l/ 굳이 한의원에서 l/ 이거를 u/ 떼어 와야 되나 이게 무슨 소용 있지? 한의원은 뭘 하는 거지? u/ 약간 이런 느낌이 들었는데 다른 사람들도 막/ 그/ 한의원에서 해준 약 먹을 때 그런 거 b/ 삼겹살 기름 이런 거 먹지 말아라. 밀가루 먹지 말아라. b/ 거* 보면서 약간 u/ 그런 생각이 들었어. 이거를 안 먹으면 당연히 건강하지 않을까? b/
",,0
"근데 진짜 맛있어. 거기는 세 다+ 둘 다 세 개, 천 원인데 b/ 슈크림도 엄청 많이 들어가 있고 b/ 근데* 그 슈도 다른 데랑은 달라. 진짜 맛있어. b/ 그서 b/ 근데 인기가 너무 많아갖고 쩌번에 갔는데 나는 세 개 사 먹으러 갔는데 앞에서 b/ 어떤 아저씨가 큰 봉지로 두 개? b/ 먹는 거야. b/ 그래서 엄+ (30분)/(삼십 분) 기다렸나 이러고 (30분)/(삼십 분) 아/ (20분)/(이십 분) 거의 기다렸나 그래갖고 b/ 근데 그래도* 기다린 거만큼은 진짜 맛있었어.
",,0
"나 사실 예전에 둘째 성장앨범 그거 만드는데 (1년)/(일 년) 걸렸어. 근데 둘째까지 키우다 보니까 시간이 없는 거야. 너 말처럼 애들을 재워 놓고 사진첩을 만들어야 되는 상황이니깐, 이게 밤늦게까지 또 애가 중간중간에 깨잖아, 어리니깐. 그러다 보니깐 새벽까지 하다 보니깐 선택을 못 하는 거야 또 사진도 예쁜 게 너무 많으니깐 이게 선택을 할 수가 없는 거야. 그래서 성장앨범을 만들기까지 (1년)/(일 년)이 걸렸던 거 같애.
",,0
"근데 u/ 걔는 못 느꼈을 수도 있지. 막 내가 열심히 나는 맨날 뭐/ 만나면 걔네 집 앞에서 만나고, 집 갈 때도 걔네 집 앞에서 헤어지고. 막/ 화이트데이 때는 뭐/ 진짜 편의점 한 다섯 군데? 일곱 군데 들려가지구 b/ 애가 또 공시 준비하니까 아/ 뭐가 좋을까 막 화려한 게 좋을까, 아니면 그양 진짜 막/ 실속있는 게 좋을까, 하면서 막/ 보면서 b/ 사탕 사다 주구, 모 있으면은 모/ 그냥 그런 식으로 해주고 쫌 난+ 나는 나대로 열심히 했단 말야.
",,0
"상명대 간 애. 걔 서울대 간다고 (화2)/(화 투) (2년)/(이 년) 연속하다가 이번에 문과로 돌렸는데 b/ 까 그/ 이과 애들이 문과를 가면 수학은 솔직히+ 한 (1등급)/(일 등급)은 그냥 나오잖아, 솔직히 다. b/ 내 친구에 문과로 돌린 애들 보면 수학 (3)/(삼), (4등급)/(사 등급) 이랬던 애들이 다 (1등급)/(일 등급)이거든, 지금 이번 수능. b/ 근데 걔 한양대 논술로 붙었다 그래가지고 b/ 와, 쟤는 진짜 뭐 하는 앤가. l/ 최저도 없는데. l/
",,0
"거기 무슨 혜택이 붙어가지고 엄청 싸게 산 거야. 그래가지고 나도 갔지. 어머니 여기 와서 사라 그러더라고 우리 며느리가 그래서 갔어. 거기를. 여기 예약해 놓은 거 취소했어. 이 서초동 대리점껀 취소하고 걸로 갔다? 우리 신랑이 막 여기서 사나 저기서 사나 똑같지 뭐 그러냐고 소리를 버럭버럭 질르더라. 그래서 아니라고 동네가 틀리면 벌써 가게 세가 틀려서 틀리니까 가자고. 그랬더니 갔다? 그렇게 싼 거야.
",,0
"o/ b/ 그럼 또 후+ 하다가 오래 못 다니면 또 나오고 그럼 이제 그/ 또 군대 다녀와야 되고 그럼 (2)/(이), (3년)/(삼 년)에 공백이 생겨버린단 말이지. 그럼 더 의미가 없잖아. 안 딴 것만 못하잖아. 나중에 들어갈 때 더 b/ 또 해보+ 일해보니까 b/ 이거 안 맞는 거 같다 나랑. 그서* 너무 어린 나이에 아까 말했듯이 학원에서 최연소였거든. 그지. 다음 나이가 쩨일 어린 분이 스물여섯 살이었으니까 근데 왜 그런지 알겠더라고
",,0
"근데 아마 근데 보조라기보다는 왜냐면 b/ 보통 보조로 일하는 사람은 아예 약사 자격증 없스는 사람인데 b/ 메인 약사로 들어가는 거지. u/ 약사 중 한 명으로. b/ 보통 아마두 내가 왜 지방에 가고 싶냐 얘기했냐면은 b/ 서울권에서 일하면은 약사 해봤자 세후로 b/ (450)/(사백 오십)? 그 정도 (400)/(사백)? (450)/(사백 오십)인데 b/ 지금 그래서 아는 형 부천 쪽에서 일하는데도 근데 그 형이 좀 b/ 부천 치곤 많이 받는 건데 b/ 한 세후 (600)/(육백) 정도 받더라구.
",,0
"어/ 대대 하나랑 중대 하나에서 총 (5개)/(다섯 개)에 중대가 있어가지고 px 하나를 이용해 b/ 그서* 사람은 많은데 공간이 협소하다 보니까 b/ 아 (40분)/(사십 분) 기달렸는데도 결국엔 못 들어갔다 b/ 근데 이제 갔다 와서 내가 으+ 누구누구 병장님한테 아/ 라면을 못 샀다고 죄송하다고 했어 b/ 근데 갑자기 불같이 화내는 거야. 그래서 나 라면을 선임이랑 같이 못 먹는다고 해서 b/ (1시간)/(한 시간) 동안 혼난 적 있어 내 세상에서 가장 어이없게 혼난 것 중 하나 같애 b/
",,0
"나도 알구 있어. l/ 아/ 그리고 그분은 인제 가까우니까 동네가 b/ 그냥 뭐/ 잠깐이라도 뭐/ (1시간)/(한 시간) 뭐/ 쪼끔이라도 볼 수 있고 b/ 그리고* 그분은 이제 결혼해가지구 b/ 인제 애도 둘이야. 그러잉까 이제 집을 좀 나오고 싶어 하니까 b/ 그래서 이번에 여행 갔을 때도 b/ 이제 개인 여행은 (10년)/(십 년), 한 (15년)/(십 오 년) 만에 가는 거야. b/ 까 혼자 인제 친구랑 가는 게. b/ 긍까 나보다 더 좋아하지. 사실 그분이. b/
",,0
"b/ 글서 점심에 그냥 b/ 뭐 라면도 먹고 싶기도* 하고* 뭐 해 먹기도 귀찮고 해가지고 그냥 짜파게티 해서 먹었는데 b/ 그 전까지는 친구가 다 요리해주는 것만 먹었는데 오늘은 내가 그냥 혼자 해먹었거든, b/ 근데 쫌*+ 진짜+ 진짜 짱이야 엄청 편해 b/ l/ 이거 끓여가지고 b/ 옆에다가 이렇게* 적당히 물 따라놓고 이 물 따르는게 맨날 그 면이 딸라+ 따라서 나오니까 귀찮으니까 위험하니까 근데 이게 엄청 편하더라고 b/ 글서 빨리 b/ 먹고 나왔지. b/
",,0
"o/ 몇 번 출군지 몰라 일단 그게 제일 어려운거 같애. b/ 막 길 찾을 때 막 구글 지도에 구글 지도로 보고 간단 말야. 일본 가는 거는 b/ 그럼 거기에 막 출구는 엄청 많아. 대 여섯 한 열 진짜 열 몇 개 있는것도 있는거 같애. 근데 막 b/ 그럼 거기 몇 번 출군지 적혀야 그걸 지하철 역 안에서 보고 들어가든가 아님 지하철 역 밖에서 보고 들어가든가 그래야 되잖아. b/ 근데 모르니까 내가 어디로 어/ 몇 번 출구로 나갔는지를 모르는 거야.
",,0
"어/ 그 정도였어? 야 나도 국어 진짜 열심히 팠거든. b/ 근데 딱 매겼는데 점수가 b/ 이게 약간 사람의 점수가 아닌 거야 어/ 잠깐만 이게 사람에 점수라고? 하고 b/ 딱 사이트 들어가서 등급 컷을 보* 등급 컷 자체가 엄청 낮은 거야. 그서 b/ 나는 막/ 아/ 이 정도면 거의 (5)/(오), (6등급)/(육 등급)인데 이러고 봤는데 그것도 아닌 거* 그래서 b/ 와 이번에 진짜 문제를 풀라고 낸 게 아니라 b/ 그냥 찍으라고 냈구나 시간 없어가지고 그냥 모르는 거는 음/ 찍자+ 찍자 이러고 넘기고 넘겼어.
",,0
"우리가 처음 만난 사이에서 아/ 펴+ 말 편하게 하세요. 막 이러+ 이런 게 있잖아. 결국엔 이제 친밀함을 위해서 그렇게 얘길 하는 건데, b/ 엄마한텐 내가 반말을 써. 근데 아빠한텐 존댓말을 써. 내가 아빠라고 얘기하면서도. b/ 근데 생각해보면 아빠랑보다 엄마가 더 친밀한 거야. 근데 그게 내가 어렸을 부태 엄마를 의지하거나 그+ 그런 것도 없지 않아 있겠지만, b/ 말에서 오는 어떤 그런 느낌도 있지 않을까라고 생각이 드는데, b/ 너는 그런 부분에 대해서 어떻게 생각해?
",,0
"그 오아오섬이 가장 관광객이 많대. 거기가 그렇게 좋대. b/ 그냥 b/ 아무것도 안 하고 해변에만 있어도 좋 좋은 데래. 그래서 그 어제 사장님이 (11일)/(십 일 일) 정도 있다가 왔는데 b/ 아 막 거기서 살고 싶었다고 막 그러는 거야. 그런데 나는 어차피 b/ 안 가봤으니까 다 모르잖아. 근데 얘기를 막 물어봤어 이것저것. b/ 근데 진짜 혼자 여행하기 정말 좋다고 하와이가. 아무것도 없이 여행하기 정말 좋다구 그러더라고.
",,0
